age_bracket,gender_nonnumeric,category,amount,fraud,gender,beauty,fashion,food,health,home,hotels,leisure,other,restaurants,sports,tech,transport,travel
4,M,transport,13.55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,6.98,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,fashion,70.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,M,transport,32.01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,70.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,57.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,9.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,26.73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,10.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,28.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,30.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,47.52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,23.29,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,9.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,34.13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,22.44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,food,51.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,transport,57.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,48.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,59.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,20.94,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,70.85,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,23.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,56.95,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,22.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,27.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,27.02,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,tech,179.06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,M,transport,14.14,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,24.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,42.94,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,19.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,18.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,food,76.7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,M,restaurants,33.07,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5,F,transport,17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,35.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,26.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,47.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,14.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,22.22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,1.02,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,68.92,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,18.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,24.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,16.98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,55.35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,34.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,21.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,40.52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,food,13.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,M,transport,28.11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,73.78,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,9.95,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,20.48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,14.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,44.44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,58.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,16.69,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,beauty,23.27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,F,transport,43.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,fashion,50.69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,M,transport,24.8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,15.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,13.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,food,37.34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,transport,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,23.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,37.35,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,15.76,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,61.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,22.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,2.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,food,73.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,F,transport,20.47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,food,18.64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,M,transport,42.79,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,food,14.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4,M,transport,11.76,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,sports,214.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,M,transport,35.11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,13.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,beauty,44.78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,F,transport,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,tech,11.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3,F,transport,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,7.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,52.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,18.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,59.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,61.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,food,1.15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,transport,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,31.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,10.63,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,28.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,37.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,32.25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,U,transport,45.67,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,1.92,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,15.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,food,97.34,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5,M,transport,18.06,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,14.72,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,34.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,52.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,60.94,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,41.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,31.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,29.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,16.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,52.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,13.73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,14.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,18.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,health,190.07,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,F,transport,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,36.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,12.37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,food,14.22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,M,transport,50.46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,11.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,34.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,38.07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,65.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,food,21.48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,restaurants,0.89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,F,transport,41.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,10.2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,16.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,35.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,5.24,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,53.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,21.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,28.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,11.91,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,beauty,1.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,M,transport,47.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,15.87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,1.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,48.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,34.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,2.99,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,46.02,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,37.13,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,1.01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,15.83,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,U,transport,16.3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,113.23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,25.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,66.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,11.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,52.34,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,23.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,55.79,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,2.74,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,4.78,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,24.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,32.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,53.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,7.73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,25.81,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,29.42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,27.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,31.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,30.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,17.75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,41.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,food,6.95,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,transport,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,23.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,5.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,41.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,food,16.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,transport,39.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,61.47,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,18.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,27.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,51.63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,health,257.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,F,transport,32.16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,44.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,22.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,health,229.12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,F,transport,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,6.99,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,1.51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,13.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,45.9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,health,104.68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,F,transport,38.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,12.57,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,31.87,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,2.75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,20.55,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,30.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,26.23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,39.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,22.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,29.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,21.91,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,26.36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,56.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,43.94,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,food,0.96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,F,transport,12.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,2.93,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,63.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,12.73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,30.36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,43.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,30.21,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,27.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,33.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,10.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,restaurants,50.83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,M,transport,16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,beauty,13.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,F,transport,33.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,16.75,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,2.72,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,23.11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,61.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,1.23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,3.61,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,12.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,6.64,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,37.11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,35.83,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,18.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,31.6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,23.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,43.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,22.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,17.18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,44.78,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,34.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,38.62,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,9.5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,39.68,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,60.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,5.17,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,38.96,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,58.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,11.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,46.36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,18.72,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,7.65,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,3.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,4.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,38.7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,52.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,17.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,food,6.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,F,transport,37.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,16.36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,1.33,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,37.32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,food,18.94,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2,M,transport,44.99,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,8.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,health,72.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5,F,transport,7.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,32.01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,19.83,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,food,67.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,transport,59.58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,transport,59.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,53.48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,M,transport,44.79,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,health,3.27,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4,F,food,14.21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,transport,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,26.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,F,home,135.28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,F,restaurants,27.16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,F,transport,33.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,1.42,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,7.56,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,transport,4.91,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,M,health,99.61,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3,F,transport,21.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,50.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,24.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,37.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,51.32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,34.41,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,47.86,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,40.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,M,transport,0.91,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,49.22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,transport,73.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,food,26.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,M,transport,31.74,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,38.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,24.71,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,26.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,M,transport,29.73,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,F,food,28.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,F,transport,28.32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,F,transport,9.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,beauty,8.67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,M,transport,29.93,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,transport,14.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,M,food,26.43,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4,F,transport,11.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3,F,transport,35.38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,F,transport,27.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,50.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,M,transport,20.32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5,F,transport,53.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,F,food,22.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
