Variable01,Variable02,Variable03,Variable04,Variable05,Variable06,Variable07,Variable08,Variable09,Variable10,Variable11,Variable12,Variable13,Variable14,Variable15,Variable16,Variable17,Variable18,Variable19,Variable20,Variable21,Variable22,Variable23,Variable24,Variable25,Variable26,Variable27,Variable28,Amount,Class
-0.02,0.96,-0.96,-0.68,1.32,-0.69,0.95,-0.38,0.11,0.03,1.13,-0.04,-0.72,-0.87,-0.24,0.63,0.01,1.02,-0.53,-0.02,0.29,0.94,-0.04,0.52,-1.06,0.30,-0.17,0.03,3.68,0
-1.97,2.11,0.83,-0.72,0.13,-0.88,0.91,-0.26,1.24,1.78,-0.77,0.08,0.24,-0.55,0.57,-0.62,-0.41,-0.18,0.26,1.05,-0.36,0.00,-0.42,-0.03,1.14,-0.12,0.75,0.45,10.91,0
0.75,0.42,-0.24,-0.43,0.29,-0.37,0.26,-0.88,-0.05,-0.32,0.55,0.89,-0.34,0.58,-0.98,0.26,-0.71,-0.36,0.03,-0.28,0.51,-1.24,0.01,-0.34,0.41,0.28,0.02,0.10,15.29,0
-1.22,-0.50,2.20,-1.42,-0.59,0.28,-0.37,0.53,-0.47,-0.32,-0.26,-0.23,-0.23,-1.17,-0.87,0.21,1.17,-2.16,-0.45,0.40,0.13,0.39,0.06,0.08,0.38,-0.33,0.31,0.14,83.50,0
-0.99,0.72,-0.06,-2.43,0.97,-0.02,1.06,0.09,0.89,-1.14,0.82,0.73,-0.71,0.62,1.76,-2.55,0.77,-2.37,-2.03,-0.35,0.34,1.12,0.16,-0.56,-0.94,-0.94,0.15,0.30,10.30,0
1.79,0.10,-0.75,0.71,0.00,-1.13,0.14,-0.42,1.40,-0.31,0.38,-1.83,2.06,1.80,-0.67,-0.15,0.39,-0.59,-0.06,-0.22,-0.41,-0.85,0.37,0.01,-0.28,0.15,-0.09,-0.07,5.10,0
1.35,-0.82,0.43,-0.61,-1.33,-0.88,-0.62,0.00,-0.75,0.59,1.06,-0.58,-1.49,0.18,-0.61,0.80,0.47,-0.99,0.88,0.05,0.07,0.05,-0.04,0.57,0.40,-0.24,-0.01,0.01,49.46,0
-0.28,0.22,1.30,-1.76,0.11,-0.60,0.62,-0.21,-2.00,-0.08,1.79,-0.08,0.02,-1.19,-0.42,1.52,0.80,-1.19,-0.15,0.17,-0.15,-0.73,0.20,0.10,-0.44,-0.79,-0.14,-0.18,45.09,0
1.15,-0.12,1.21,0.98,-0.70,0.63,-0.68,0.51,0.55,0.01,0.71,0.64,-1.01,0.16,0.35,0.32,-0.35,0.30,-0.32,-0.20,0.03,0.25,-0.01,-0.28,0.25,-0.41,0.07,0.02,0.95,0
-1.98,1.06,0.93,0.68,-0.47,1.16,-0.71,1.27,-0.13,-0.29,-0.39,-0.06,-0.72,0.65,0.70,0.87,-0.39,1.73,0.77,0.16,0.07,0.01,-0.30,-0.19,0.50,-0.50,0.21,0.02,43.65,0
-0.37,1.59,-1.07,-0.95,0.95,-1.51,1.53,-0.15,-0.82,-0.78,-1.06,0.54,0.64,0.74,-0.36,-0.53,-0.30,-0.42,-0.13,-0.10,0.36,1.08,-0.19,0.10,-0.29,0.07,0.27,0.21,7.39,0
-0.78,0.68,-0.11,0.26,0.19,-0.49,0.16,0.47,0.50,-1.50,-0.96,0.55,0.04,-1.53,-1.21,-0.75,1.64,0.41,0.15,0.17,0.29,1.23,-0.26,1.14,0.47,0.09,0.18,0.02,51.62,0
-1.67,0.20,1.17,-0.38,1.42,-1.09,0.12,-0.14,-0.46,-0.37,1.27,1.16,1.00,-0.63,-0.14,0.83,-0.56,0.19,-0.18,-0.48,-0.27,-0.66,-0.40,0.02,-0.24,-0.08,-0.23,0.18,2.24,0
-0.15,1.03,0.07,-0.66,1.01,-0.27,0.88,-0.17,0.08,0.33,0.80,0.37,-0.31,0.45,0.31,-0.55,-0.62,0.68,0.75,0.25,0.37,1.60,-0.29,0.70,-0.43,-0.57,0.50,0.14,0.87,0
-1.22,1.16,1.53,0.15,0.46,0.15,0.63,0.22,-0.70,0.02,1.00,-0.16,-1.37,0.63,0.59,-0.08,-0.39,0.25,-0.08,-0.03,0.09,0.22,-0.34,-0.29,0.56,-0.23,0.03,0.12,3.47,0
-1.20,0.51,1.59,-0.84,0.29,-0.52,0.92,-0.69,0.48,0.05,-0.46,0.12,0.70,-0.90,0.33,0.21,-0.96,-0.56,-0.08,-0.15,-0.42,-0.81,-0.13,0.05,0.19,0.22,-0.99,-0.46,12.03,0
1.21,0.23,0.38,1.14,-0.12,-0.33,0.10,-0.08,-0.10,-0.01,-0.12,0.59,0.60,0.26,1.12,-0.17,-0.21,-0.69,-0.85,-0.10,0.12,0.47,-0.12,0.10,0.54,-0.29,0.04,0.03,28.61,0
-5.40,-14.49,-5.16,2.21,-3.78,2.92,2.95,-0.49,-0.28,-0.82,0.81,-0.01,-0.47,0.80,0.20,1.12,1.08,-1.53,-0.80,6.42,2.48,-1.90,-2.25,-1.29,-1.73,-0.91,-0.62,0.57,3101.28,0
1.21,-0.61,0.34,-0.67,-1.02,-0.43,-0.63,-0.04,-1.09,0.69,0.92,0.18,-0.18,0.32,0.32,-0.79,-0.41,1.82,-0.36,-0.43,-0.45,-0.87,0.08,0.00,0.09,0.92,-0.06,0.00,14.67,0
0.09,0.74,-0.44,-0.62,0.68,-0.64,0.71,0.16,-0.10,-0.70,1.01,-0.17,-1.64,-0.55,-0.77,0.49,0.26,0.32,-0.06,-0.06,-0.27,-0.84,0.12,0.53,-0.45,0.08,0.19,0.06,5.49,0
1.08,0.00,1.27,2.70,-0.76,1.00,-0.65,0.35,0.42,0.48,-0.12,0.41,-0.91,-0.32,-2.08,0.35,-0.28,0.43,-0.12,-0.21,0.03,0.45,-0.17,0.04,0.68,0.24,0.04,0.01,0.00,0
-0.21,1.14,-1.02,-0.60,1.49,-0.14,1.36,-0.16,0.92,-0.23,0.50,-2.16,0.65,2.64,-1.69,-0.50,0.04,0.82,0.84,0.08,0.02,0.50,-0.27,-0.33,-0.23,-0.19,0.44,0.31,17.87,0
-0.33,1.21,1.30,-0.10,0.29,-0.51,0.54,0.14,-0.69,-0.29,1.17,0.29,-0.29,-0.18,0.31,0.62,-0.33,0.54,0.34,0.11,-0.20,-0.69,-0.07,-0.07,-0.17,0.07,0.22,0.08,1.10,0
2.14,0.13,-1.42,0.34,0.49,-0.56,0.11,-0.11,0.19,-0.26,1.23,0.91,0.25,-0.65,-0.63,0.43,0.27,0.09,0.23,-0.13,-0.24,-0.77,0.35,0.60,-0.36,0.15,-0.07,-0.03,1.98,0
0.36,-1.88,0.80,0.48,-1.16,0.54,-0.18,0.19,0.72,-0.46,1.31,1.67,1.02,-0.50,-0.82,-0.25,0.21,-0.57,0.16,0.95,0.12,-0.29,-0.27,0.30,-0.10,1.05,-0.10,0.08,407.56,0
-2.09,-0.81,2.21,-0.06,0.14,0.65,-0.91,1.09,0.24,-0.88,0.74,0.98,-1.06,0.07,-0.83,-0.16,0.37,-0.59,-0.64,-0.24,0.01,-0.17,-0.43,-0.24,0.01,0.31,-0.08,-0.24,50.40,0
-0.78,-1.04,1.07,-2.95,0.08,0.48,-0.40,0.27,-2.39,0.71,-0.66,-1.15,-0.21,-0.48,-1.38,0.28,-0.48,1.14,-0.09,0.05,-0.16,-0.31,-0.20,-0.46,0.88,-0.10,0.26,0.11,81.12,0
-1.08,1.96,0.29,-0.09,-0.46,-0.52,-0.12,0.93,-0.86,-0.57,0.87,1.06,0.42,0.25,0.15,0.92,-0.05,0.56,0.24,0.06,-0.16,-0.67,0.03,-0.05,-0.04,0.09,0.09,0.01,10.34,0
1.16,-0.18,-1.61,0.31,0.42,-0.87,0.80,-0.39,-2.37,1.14,1.54,0.53,0.00,1.14,-0.55,-2.52,0.31,0.75,-0.93,-0.42,0.09,0.50,-0.56,0.06,1.19,0.15,-0.06,-0.01,111.59,0
-1.51,-0.22,-0.19,-0.70,1.03,-1.35,0.34,0.28,-0.38,-0.59,0.10,0.84,-0.16,0.58,-1.46,0.49,-0.71,-0.06,-0.05,-0.44,-0.14,-0.37,0.80,-0.35,-0.55,0.00,-0.02,0.03,2.58,0
-0.23,0.90,0.93,0.43,0.83,0.23,1.00,-0.09,-0.26,0.20,-1.12,-0.60,-0.18,0.15,1.46,-0.38,-0.33,0.00,0.42,0.22,0.02,0.50,-0.33,-0.79,-0.18,-0.21,0.22,-0.01,3.56,0
2.05,-0.38,-1.51,0.27,0.01,-0.54,0.02,-0.15,0.27,0.30,0.48,0.29,-0.65,0.68,0.09,0.56,-0.99,0.57,0.15,-0.16,0.18,0.44,0.00,-0.53,-0.02,0.45,-0.08,-0.08,56.62,0
-0.38,0.28,0.95,-0.98,0.58,-0.25,0.22,-0.03,0.83,-0.84,-1.73,0.56,1.07,-0.75,-0.37,0.40,-1.09,0.29,-0.66,-0.25,0.21,0.76,-0.33,-0.77,-0.01,-0.36,0.00,0.03,11.89,0
1.26,0.16,0.64,1.19,-0.33,-0.18,-0.11,0.05,-0.11,0.17,0.83,0.99,0.18,0.46,0.39,0.76,-0.98,0.49,-0.06,-0.04,-0.03,-0.17,-0.05,-0.01,0.43,-0.46,0.02,0.03,30.96,0
-1.26,1.38,1.21,-1.02,0.61,0.11,0.32,0.67,0.48,-1.27,1.64,-2.58,1.32,2.53,-0.76,0.94,-0.04,0.36,0.16,-0.03,-0.54,-2.07,-0.05,0.11,0.16,0.12,0.04,0.03,6.71,0
-1.03,0.02,0.28,-1.74,-3.12,2.00,2.33,-0.51,-1.54,0.26,1.40,0.12,0.20,-0.06,0.73,-1.49,0.13,0.55,-1.08,-1.31,-0.51,-0.05,-0.03,-0.21,-0.52,1.64,-0.04,-0.20,751.57,0
2.05,0.38,-2.80,1.17,1.25,-0.61,0.68,-0.29,0.17,-0.31,-1.36,-0.21,-0.08,-0.85,-0.23,-0.01,0.72,0.30,-0.19,-0.10,-0.06,-0.07,-0.11,-0.17,0.49,-0.50,-0.01,-0.02,56.65,0
-2.34,1.08,0.79,-0.94,-0.77,0.27,0.19,0.81,-0.22,-1.34,0.42,0.67,-0.40,0.66,-0.65,0.73,-0.61,0.42,-0.26,-0.58,-0.10,-0.60,-0.20,0.80,0.32,-0.81,-0.49,-0.14,90.25,0
-2.02,1.31,-0.91,-0.50,0.16,-1.22,0.92,-0.14,1.04,1.54,-0.73,0.33,0.13,-0.32,-0.59,-0.40,-0.28,-0.86,-0.29,0.07,-0.29,-0.34,0.28,-0.02,-0.47,-0.05,-0.17,0.27,13.43,0
2.36,-1.04,-3.19,-1.56,2.30,3.38,-0.43,0.44,-0.88,0.85,0.00,-0.58,-0.21,0.34,-0.16,0.14,0.50,-2.18,0.81,0.10,0.30,1.02,-0.10,0.67,0.42,0.15,-0.06,-0.06,47.74,0
-1.15,-0.24,-1.15,-4.15,0.88,4.02,-1.31,1.97,-2.32,0.55,-0.67,-0.83,0.21,0.13,-0.41,-0.17,0.39,-0.02,-1.09,-0.23,-0.08,-0.05,-0.03,0.59,-0.01,-0.26,0.28,0.10,36.54,0
-0.78,0.77,3.97,4.10,-0.41,2.53,-1.08,0.55,1.41,0.81,-1.56,-3.95,0.54,0.34,-1.50,-0.28,1.39,1.18,1.71,0.02,-0.08,0.34,-0.34,0.51,0.06,0.60,-0.09,0.09,21.05,0
0.70,-0.66,1.05,2.26,-0.77,1.17,-0.39,0.49,0.25,0.65,-0.54,-0.36,-2.05,0.06,-1.21,1.07,-0.73,0.54,-0.07,0.17,-0.10,-0.77,-0.24,-0.62,0.23,-0.08,-0.02,0.05,248.60,0
-4.12,-5.79,0.23,-1.66,0.69,0.47,-0.30,1.20,-1.05,-0.89,1.67,1.16,0.65,0.26,-0.40,-1.81,0.63,-0.35,-3.35,1.72,0.51,-0.23,1.49,-0.95,-0.53,1.11,0.06,-0.45,679.93,0
1.37,-0.27,0.67,1.15,-0.11,1.44,-0.67,0.36,1.71,-0.31,-3.03,0.01,-0.88,-0.62,-1.32,-0.83,0.27,-0.70,0.72,-0.23,-0.42,-1.10,-0.10,-1.49,0.50,-0.46,0.07,0.01,11.23,0
1.30,-2.38,-1.28,-0.80,-0.60,0.43,-0.51,0.03,-0.06,0.57,-0.34,0.03,0.36,-0.36,-1.01,1.48,-0.33,-1.11,1.64,0.73,-0.04,-0.65,-0.04,-1.20,-0.40,-0.49,-0.05,-0.01,398.82,0
-0.83,-0.02,2.07,-1.13,-0.61,-0.72,0.27,-0.02,-1.09,-0.28,-1.27,-0.43,-0.27,-0.48,-1.22,-1.81,0.26,0.83,-0.73,-0.45,-0.49,-0.75,-0.24,0.45,0.34,0.98,-0.04,0.05,31.41,0
1.23,0.08,-0.07,0.14,0.40,0.65,-0.13,0.17,-0.09,0.08,0.46,0.60,0.16,0.43,0.80,0.58,-0.78,-0.02,0.26,-0.07,-0.29,-0.75,-0.01,-1.21,0.30,0.16,-0.02,-0.01,5.16,0
0.38,0.59,0.74,2.28,0.22,0.82,0.30,-0.01,0.22,0.64,0.00,0.37,-0.54,-0.12,-0.53,-1.14,0.37,0.26,3.89,0.12,-0.29,-0.43,0.38,-0.57,-1.48,-0.81,0.14,0.07,16.40,0
-2.77,1.97,0.18,-1.71,-0.74,-0.76,0.05,0.58,1.37,2.20,0.85,0.63,-0.14,-0.29,-0.03,0.91,-0.90,0.17,-0.52,0.78,-0.32,-0.28,0.02,0.01,0.07,0.57,-0.13,-0.72,1.95,0
2.15,0.34,-2.01,0.53,0.38,-1.32,0.37,-0.52,0.40,-0.54,-0.26,0.61,1.70,-0.87,0.73,0.15,0.23,0.33,-0.45,-0.11,0.21,0.84,-0.04,-0.15,0.36,-0.10,0.01,-0.03,2.94,0
-1.23,0.47,1.88,-1.86,-0.80,-0.22,-0.21,0.85,0.83,-1.93,0.41,1.16,-0.20,0.03,-0.45,-0.04,-0.50,0.82,0.62,-0.03,0.04,0.23,-0.41,0.01,0.58,-0.74,0.22,0.05,9.01,0
-0.51,-0.54,2.24,-1.42,-1.12,1.27,-0.75,0.26,0.68,0.02,-2.11,0.02,0.85,-1.72,-2.16,-1.72,-0.11,1.74,-0.35,-0.21,-0.50,-0.10,-0.49,-0.68,0.64,0.96,-0.04,-0.20,22.28,0
1.17,0.01,-0.25,0.15,0.36,0.59,-0.12,0.17,-0.02,0.09,0.34,0.20,-0.47,0.61,0.73,0.44,-0.63,0.06,0.36,-0.09,-0.25,-0.66,-0.09,-1.10,0.42,0.32,-0.03,-0.01,17.79,0
-0.08,0.87,0.03,-0.35,0.86,-1.39,1.51,-0.57,0.10,0.02,-0.65,0.31,0.88,0.02,0.54,-0.70,-0.64,-0.06,-0.02,0.05,0.31,1.31,-0.02,0.05,-0.89,-0.28,0.24,0.10,3.47,0
2.49,-1.23,-0.34,-0.88,-1.37,-0.54,-1.20,0.10,-0.02,0.76,1.08,-0.21,-1.03,-0.02,-0.29,1.63,0.02,-0.85,0.68,-0.10,0.01,-0.04,0.35,-0.04,-0.65,-0.41,0.01,-0.06,12.38,0
1.06,-0.36,0.93,0.30,-0.92,-0.42,-0.59,-0.08,0.84,-0.39,-0.39,0.85,1.23,-0.59,0.48,0.29,-0.38,-0.23,-0.07,0.16,0.15,0.40,-0.09,0.58,0.25,0.83,-0.02,0.04,70.27,0
-2.69,1.85,-1.23,-2.02,-2.45,-1.19,-1.97,1.82,1.72,-1.17,-1.54,0.44,-0.94,1.31,1.29,0.22,0.53,0.56,0.69,-0.90,0.46,0.48,0.36,0.02,-1.30,-0.63,-2.24,-0.67,5.29,0
-1.34,0.77,1.64,-1.00,0.70,2.72,-0.48,0.74,2.42,-0.06,1.55,-1.37,2.15,0.13,-2.04,-0.69,0.58,-0.67,-0.76,0.49,-0.23,0.44,-0.05,-0.99,-0.51,0.55,0.62,0.16,2.09,0
0.34,0.08,-0.48,-1.04,2.65,3.40,-0.47,1.09,0.53,-0.51,-0.43,0.15,-0.13,-0.07,0.80,-0.13,-0.57,0.25,-0.12,-0.11,0.24,0.93,-0.02,0.69,-0.74,-0.28,0.21,0.07,0.01,0
-0.88,0.08,0.98,-0.53,1.93,0.76,0.24,0.32,-0.38,-0.89,-0.27,0.51,0.63,0.03,1.05,-1.29,0.52,-2.02,-0.56,0.12,0.15,0.49,-0.02,-0.33,-0.25,0.82,0.09,0.14,15.00,0
-0.68,-0.20,1.59,-3.41,-0.79,-1.33,0.53,-0.38,0.53,-0.13,1.34,-0.01,-1.35,-0.28,0.07,-1.19,-0.79,2.18,-1.65,-0.31,-0.21,0.18,-0.25,0.59,0.14,-0.27,0.09,-0.19,15.17,0
2.43,-0.92,-1.31,-0.82,-0.82,-0.70,-0.58,-0.15,-0.17,0.60,-1.21,-1.07,-0.71,0.04,0.39,1.50,0.07,-1.44,0.82,0.13,-0.22,-0.94,0.46,0.33,-0.45,-0.65,-0.04,-0.02,106.59,0
1.52,-0.98,-2.11,0.42,-0.05,-0.39,0.19,-0.02,1.04,-0.92,1.20,0.39,-1.61,-0.82,-0.59,0.24,0.84,0.70,0.23,0.39,-0.04,-0.63,-0.01,0.64,-0.21,-0.19,-0.06,0.02,323.18,0
2.45,0.01,-0.78,0.62,-0.11,-1.14,0.04,-0.36,1.67,-0.26,0.12,-2.68,0.90,2.18,-0.64,-0.14,0.59,-0.57,-0.10,-0.33,-0.47,-0.90,0.39,-0.08,-0.33,0.14,-0.09,-0.07,2.10,0
1.17,-0.22,0.96,1.16,-0.86,0.29,-0.46,0.15,0.53,-0.14,-0.40,0.49,0.32,-0.29,0.65,-0.01,-0.14,-0.27,-1.00,0.00,0.22,0.64,-0.13,0.10,0.47,-0.26,0.07,0.04,70.09,0
-1.42,0.68,3.19,1.58,-0.17,0.14,-0.44,0.67,-0.97,-0.32,0.50,0.91,0.22,-0.06,-1.59,0.83,-0.69,0.32,-0.86,-0.08,0.14,0.06,-0.27,0.48,0.30,-0.18,-0.05,-0.06,0.73,0
2.06,-1.35,-0.56,-1.59,-0.71,-0.27,-0.69,-0.08,2.68,-1.10,-0.69,1.47,1.22,-0.48,1.13,-0.07,-0.52,0.20,0.49,0.20,0.10,0.26,0.14,0.49,-0.30,-0.36,0.03,-0.01,147.95,0
1.71,-0.56,-0.41,0.25,-0.64,-0.09,-0.64,0.05,0.96,0.16,0.42,1.15,0.83,-0.18,-0.46,0.59,-0.85,0.47,0.15,-0.14,0.21,1.01,0.06,-0.21,-0.19,0.60,-0.02,-0.06,14.04,0
-0.73,0.54,-0.04,-1.53,3.09,3.26,0.18,0.80,-0.63,-0.83,-0.10,-0.34,-0.20,-0.25,0.66,1.03,-0.88,0.26,-0.43,0.07,-0.23,-1.18,-0.07,1.01,0.00,-0.05,0.04,0.11,8.20,0
1.98,-0.37,-0.23,0.54,-0.88,-0.45,-0.62,-0.05,1.31,-0.01,-0.82,0.57,0.30,-0.25,0.33,0.22,-0.47,-0.11,-0.32,-0.19,0.20,0.84,0.15,-0.02,-0.22,0.68,-0.02,-0.04,13.69,0
1.10,0.30,1.36,2.11,-0.68,-0.52,-0.14,0.00,-0.38,0.65,-0.40,-0.36,-0.71,0.31,0.71,0.80,-0.48,-0.24,-1.07,-0.14,-0.13,-0.55,0.17,0.75,0.11,-0.24,0.00,0.04,38.22,0
1.25,0.08,-0.98,-0.17,0.53,-0.53,0.58,-0.40,-0.21,-0.11,-1.42,0.25,1.08,0.19,0.62,0.31,-0.83,-0.42,0.58,0.11,-0.09,-0.28,-0.37,-0.91,0.68,1.31,-0.11,-0.01,50.05,0
-2.34,0.00,1.50,-1.01,1.33,-0.53,1.42,-0.75,0.63,0.12,-0.35,-0.77,-0.47,-1.25,0.48,0.58,-1.03,-0.80,-2.02,-0.67,-0.80,-0.59,0.41,-0.53,0.43,-0.15,-0.59,-0.87,2.34,0
1.66,-0.34,-1.85,-0.01,1.07,1.19,-0.11,0.36,0.32,0.04,1.40,1.43,0.27,0.48,-0.07,-0.86,0.31,-1.50,-0.44,-0.17,-0.13,-0.19,0.27,-0.68,-0.35,0.32,-0.03,-0.07,45.36,0
-0.71,0.74,0.86,-1.08,1.35,0.31,0.91,0.07,-0.90,-0.93,-0.07,0.60,0.50,0.18,-1.00,0.36,-1.12,0.12,0.85,0.09,-0.25,-1.05,-0.47,-0.37,0.74,0.37,-0.05,0.03,2.10,0
1.60,-0.32,-0.68,0.21,-0.66,-1.27,-0.12,-0.13,1.33,-0.39,-0.95,-0.04,-1.66,0.49,0.46,-0.20,-0.24,-0.44,0.39,-0.25,-0.48,-1.50,0.50,-0.07,-0.42,-1.24,0.02,-0.03,30.91,0
-1.03,-0.80,1.85,-2.48,-0.84,0.49,-0.77,0.33,-1.55,0.88,-0.37,-0.58,0.53,-0.98,-1.17,0.16,-0.19,1.09,0.11,0.04,-0.24,-0.17,-0.20,-0.84,0.49,-0.18,0.29,0.12,46.20,0
-0.82,-0.47,2.12,-1.44,-0.23,0.41,-0.25,0.34,-0.66,-0.15,0.44,0.20,-0.17,-0.78,-2.42,0.55,0.56,-1.59,0.54,0.03,0.27,0.86,-0.27,-0.30,0.26,-0.20,-0.05,0.16,44.63,0
-2.06,0.21,1.28,0.60,-1.27,1.10,-1.42,1.53,0.85,-0.90,-0.29,1.40,-0.03,-0.20,-1.60,0.65,-0.32,0.92,-0.30,-1.04,0.23,1.34,0.27,0.67,-0.36,-0.65,-0.37,-0.45,68.53,0
-3.90,2.34,-0.85,-0.79,-1.76,-0.82,-2.24,2.82,0.60,-1.06,0.80,-1.25,1.45,3.59,-0.83,1.41,0.74,0.99,-0.66,-0.46,0.22,0.19,0.09,0.00,-0.23,0.84,-0.58,-0.12,12.56,0
1.55,-0.85,-0.30,-1.48,-0.79,-0.90,-0.48,-0.28,-2.60,1.51,1.12,-0.25,0.64,0.10,-0.51,-0.46,0.24,0.37,0.28,-0.26,-0.15,-0.02,-0.15,0.00,0.79,-0.09,0.00,-0.01,12.75,0
-1.32,0.20,1.66,-0.08,0.94,-1.44,0.44,-0.16,-0.43,-0.90,0.09,0.61,0.85,-0.55,0.35,0.38,-0.15,-0.44,-0.89,0.05,-0.11,-0.62,0.14,0.66,-0.36,-0.11,-0.12,0.32,1.65,0
0.20,2.38,-2.59,-0.21,2.10,-2.37,1.98,-0.99,1.53,-1.32,1.60,-3.99,0.86,-2.64,-0.28,0.57,3.63,1.41,-1.19,0.31,-0.29,-0.04,-0.28,-0.42,-0.12,0.02,0.12,-0.18,9.88,0
-1.09,0.82,1.23,1.37,-1.94,-0.48,-0.24,0.90,0.04,-0.56,-1.15,-0.42,-2.10,0.73,0.75,-0.16,0.59,0.55,-0.02,-0.48,0.52,1.10,0.00,0.79,-0.51,-0.45,-0.08,0.01,109.89,0
0.61,-0.67,-0.63,1.38,0.02,-0.11,0.63,-0.13,-0.36,0.12,0.46,0.40,-0.31,0.64,0.20,0.48,-1.02,0.48,0.15,0.58,0.15,-0.28,-0.58,-0.42,0.79,-0.34,-0.06,0.04,309.32,0
-0.62,-0.30,-0.25,1.38,0.35,-0.81,-0.46,0.62,0.00,0.06,0.14,0.04,-1.49,1.12,-0.39,-0.07,-0.22,0.77,0.64,-0.05,0.53,0.93,0.50,-0.04,-1.87,-0.93,0.35,0.16,30.37,0
2.03,0.59,-2.70,0.69,0.41,-1.85,0.26,-0.34,0.63,-0.98,0.01,-0.73,-0.87,-2.65,1.08,0.92,1.88,1.38,-0.54,-0.18,0.07,0.39,-0.04,-0.27,0.27,-0.09,0.02,0.01,1.19,0
-0.47,0.95,0.47,-0.81,0.52,-0.96,0.97,-0.10,-0.32,-0.18,0.67,0.94,-0.11,0.31,-1.23,0.00,-0.66,-0.24,0.28,-0.01,-0.16,-0.32,0.01,0.09,-0.69,0.09,0.19,0.23,8.99,0
-1.38,0.00,-0.36,0.47,1.14,-1.51,0.23,0.19,-0.58,-0.99,-0.68,-0.28,-0.20,-0.32,0.97,-0.11,0.89,1.08,0.55,0.28,0.51,0.83,-0.28,0.00,0.02,0.02,0.06,-0.08,37.58,0
0.81,-0.15,1.12,2.12,-0.08,2.58,-1.25,0.79,0.06,0.49,1.50,0.41,-1.77,0.21,0.27,-0.45,0.65,-1.35,-1.99,-0.33,0.08,0.45,0.16,-0.94,-0.10,0.06,0.08,0.01,17.76,0
0.19,0.57,-0.16,-0.89,1.26,0.31,0.88,-0.11,-0.16,-0.05,-0.07,0.53,0.36,-0.03,-0.79,0.37,-0.96,0.06,0.69,0.14,-0.40,-0.55,-0.09,-0.30,-0.32,0.12,0.07,-0.13,2.18,0
-4.67,-6.75,-1.40,-1.68,6.87,-0.17,-8.38,-2.00,1.96,-2.05,-0.44,2.11,-0.19,1.22,0.63,0.56,-0.59,0.22,-1.49,4.36,-0.01,-1.86,-15.48,1.55,-2.09,-0.66,0.24,0.95,2096.90,0
2.28,-0.08,-1.14,0.30,-0.13,-1.12,0.10,-0.22,0.32,0.28,0.88,1.27,0.00,0.45,-0.61,0.07,-0.48,-0.48,0.48,-0.21,-0.24,-0.57,0.40,0.09,-0.29,0.15,-0.07,-0.08,0.88,0
-1.22,0.69,2.20,1.73,0.78,-0.50,0.55,-0.02,-0.90,-0.06,-0.90,0.66,1.16,-0.60,-1.17,0.41,-0.48,-0.65,-1.10,-0.18,-0.16,-0.58,-0.12,0.44,0.04,-0.40,0.00,0.12,33.53,0
-0.81,0.71,0.70,-0.82,0.52,-0.99,1.41,-0.27,-0.28,-0.92,-0.95,0.03,-0.18,0.09,-0.95,-0.06,-0.47,-0.88,-0.49,-0.25,-0.15,-0.34,0.05,0.04,-0.08,-0.03,-0.03,0.10,96.30,0
1.40,-0.37,0.16,-0.81,-0.82,-0.90,-0.39,-0.26,-0.92,0.59,-0.75,-0.11,0.55,0.05,0.90,-1.18,-0.21,0.85,-0.46,-0.50,-0.74,-1.55,0.11,-0.12,0.12,0.73,-0.06,0.01,16.48,0
1.51,-0.80,0.69,-1.61,-1.31,-0.25,-0.85,0.08,3.07,-2.05,-0.97,1.41,0.87,-0.82,1.05,-0.56,-0.19,0.78,1.34,-0.03,0.14,0.77,-0.34,-0.31,0.70,-0.43,0.16,0.03,5.32,0
1.40,-0.97,0.57,-0.81,-1.07,-0.31,-0.88,0.14,-0.86,0.65,1.99,-0.55,-1.57,0.39,0.50,1.38,0.33,-1.35,0.39,0.07,0.02,-0.26,0.12,0.17,0.03,-0.43,0.00,0.02,56.63,0
-1.03,0.14,1.72,-1.98,-0.88,-0.50,-0.80,0.63,-1.47,-0.14,0.97,0.07,0.47,-0.14,-0.31,1.82,-0.31,-0.25,-0.04,0.06,0.62,1.46,-0.23,0.40,0.07,-0.26,-0.03,0.01,12.59,0
1.87,0.14,-1.42,0.54,0.19,-1.08,0.17,-0.28,0.40,-0.43,-0.06,0.38,-0.01,-0.88,0.19,0.12,0.81,-0.53,-0.25,-0.17,-0.26,-0.92,0.35,0.92,-0.29,0.15,-0.06,-0.03,1.25,0
2.61,-0.54,-2.09,-0.97,0.31,-1.37,0.23,-0.37,-1.07,1.34,0.71,-0.69,-2.06,1.07,-0.83,0.32,0.39,-1.13,0.83,-0.13,0.42,1.51,-0.20,0.73,0.66,0.27,-0.12,-0.11,5.00,0
-0.48,1.26,-0.71,-0.99,1.78,-1.03,1.72,-0.35,0.46,-1.51,1.73,-3.51,-0.06,1.45,-1.08,-0.11,1.19,0.99,-0.20,-0.22,0.07,0.27,-0.41,0.48,0.19,0.10,-0.10,0.13,0.50,0
-1.08,0.48,1.30,-0.49,0.48,-0.98,1.69,-0.39,-0.75,-0.22,1.68,0.68,0.08,0.20,-0.60,0.25,-0.80,-0.48,-0.15,-0.04,-0.22,-0.80,0.25,0.57,-0.28,-0.13,-0.24,-0.09,54.98,0
