Variable01,Variable02,Variable03,Variable04,Variable05,Variable06,Variable07,Variable08,Variable09,Variable10,Variable11,Variable12,Variable13,Variable14,Variable15,Variable16,Variable17,Variable18,Variable19,Variable20,Variable21,Variable22,Variable23,Variable24,Variable25,Variable26,Variable27,Variable28,Amount,Class
-18.91,-29.22,-6.04,2.87,8.85,-8.31,1.33,-0.05,1.27,-3.04,-0.04,1.00,-0.42,2.52,-0.35,-0.88,-0.76,2.33,-0.61,12.79,4.12,0.50,11.24,-0.79,1.61,-1.06,-1.31,0.89,3736.86,0
-1.28,0.03,1.47,-0.96,-0.64,-0.73,1.64,-0.29,-0.54,-1.11,-0.38,-0.02,0.35,0.04,0.44,0.36,-0.51,-0.22,-0.60,0.64,0.26,0.15,0.30,0.43,0.50,1.10,-0.18,0.06,279.84,0
0.40,0.13,-0.07,-1.83,0.33,-0.57,0.41,-0.17,-1.67,0.33,1.04,0.33,1.10,-0.15,-0.97,1.01,-0.27,-0.74,0.47,0.12,0.59,1.70,-0.21,0.86,0.01,-0.06,0.00,-0.01,14.55,0
-1.54,-4.09,-1.76,1.03,-0.96,0.89,1.96,-0.14,-0.27,-0.86,0.92,0.42,-0.49,0.94,1.91,-1.28,1.27,-2.24,-1.99,2.27,0.89,-0.27,-1.04,-0.51,-0.30,1.11,-0.29,0.19,1307.45,0
-0.20,0.43,-0.40,-0.44,0.74,2.16,-0.59,1.30,0.60,-1.38,0.47,0.73,-0.54,-1.28,-1.26,-0.35,1.32,-0.17,-1.19,-0.30,0.45,1.61,0.04,-0.80,-0.86,0.66,0.06,0.05,22.22,0
-0.83,0.37,2.40,-1.10,-0.34,0.03,0.06,0.27,-0.02,-0.78,0.66,0.44,-0.30,-0.23,-0.49,0.87,-0.71,0.48,0.01,0.00,0.01,-0.02,-0.23,0.06,0.11,0.81,-0.03,0.05,15.95,0
0.70,-1.09,1.13,0.55,-1.74,-0.59,-0.25,-0.10,1.07,-0.66,-0.17,1.28,0.72,-0.67,-0.37,-0.25,0.30,-0.83,0.17,0.45,-0.03,-0.42,-0.10,1.08,-0.01,0.88,-0.09,0.06,296.79,0
-1.41,0.03,1.95,-1.34,-3.31,1.56,-4.78,-8.02,-1.38,-1.11,-1.92,-0.26,-1.78,-0.20,-2.83,-0.47,1.63,-0.14,-1.01,1.44,-3.89,0.92,0.14,0.70,1.22,-0.11,0.04,0.23,53.48,0
-0.83,0.13,0.96,-1.84,-1.71,0.30,2.25,-0.73,-1.06,0.03,-1.27,-1.17,-0.51,-0.39,-0.40,-1.29,-0.25,0.92,-0.81,-0.58,-0.58,-0.70,-0.36,-0.08,0.44,0.99,-0.27,-0.29,352.57,0
1.57,-0.80,-0.52,0.00,0.08,2.26,-1.15,0.79,1.28,0.00,1.42,0.60,-1.36,0.29,0.98,-0.62,0.56,-1.35,-1.67,-0.32,0.34,1.30,0.27,-0.50,-0.58,0.76,0.02,-0.07,22.75,0
1.97,-0.01,-1.09,0.44,-0.04,-1.15,0.22,-0.33,0.47,0.04,-0.54,0.90,0.72,0.14,0.01,-0.22,-0.28,-1.01,0.07,-0.19,-0.27,-0.67,0.34,0.01,-0.27,0.22,-0.07,-0.06,2.04,0
-0.85,-0.33,-0.85,-4.83,2.79,2.05,0.67,0.65,0.92,-2.45,-0.15,0.41,-0.36,0.53,0.77,-0.34,-1.16,0.36,-0.03,0.09,0.08,-0.05,-0.19,1.08,0.84,-1.14,0.05,0.09,61.93,0
-2.12,-0.20,-0.19,-1.35,0.10,-0.33,1.19,-0.12,0.34,-0.23,-1.77,-0.60,-0.12,0.07,0.58,1.12,-1.10,-0.18,-0.01,-0.53,-0.55,-0.81,-0.97,-0.94,-0.28,0.72,0.41,-0.66,234.59,0
-0.79,0.06,2.66,0.76,-0.37,0.16,-0.47,0.38,0.54,-0.33,-0.87,-0.87,-1.82,-0.07,1.08,-0.50,0.59,-0.16,0.80,-0.01,0.04,0.13,-0.03,0.07,-0.40,0.47,-0.04,0.21,7.01,0
-0.61,1.33,0.64,0.78,0.28,-0.06,0.32,0.42,-0.84,-0.46,-0.86,-0.07,0.16,0.71,1.32,-0.31,0.06,-0.13,0.25,-0.11,0.21,0.53,-0.14,-0.41,-0.24,-0.25,0.06,0.08,10.97,0
1.16,0.15,0.31,1.13,0.09,0.36,-0.01,0.13,0.01,0.03,0.83,1.38,0.13,0.18,-0.84,-0.40,-0.13,-0.39,0.05,-0.14,-0.06,0.02,-0.11,-0.25,0.62,-0.32,0.04,0.00,13.95,0
0.72,-0.98,0.41,0.50,-0.80,0.20,-0.31,0.12,0.32,-0.04,0.64,0.50,0.05,0.24,0.74,1.17,-1.01,0.84,0.16,0.48,0.14,-0.18,-0.25,-0.50,0.14,0.41,-0.06,0.05,244.41,0
-0.62,0.72,1.33,1.16,-0.17,-1.18,0.61,-0.05,-0.34,0.02,-0.33,-0.79,-1.52,0.61,1.15,-0.41,0.09,0.13,0.18,0.15,0.17,0.43,0.04,0.95,-0.27,-0.34,0.35,0.23,40.88,0
0.06,-3.81,-1.16,2.24,-1.41,0.79,0.44,0.04,1.58,-0.23,-0.43,0.57,-1.24,0.01,-1.95,-0.07,-0.29,1.01,-0.06,1.61,0.78,0.71,-0.84,-0.25,-0.08,-0.38,-0.12,0.11,891.41,0
0.61,-1.25,0.98,0.35,-1.50,0.37,-0.56,0.30,0.89,-0.46,1.28,1.09,-0.63,-0.17,-0.68,-0.20,0.28,-0.50,0.23,0.42,0.02,-0.31,-0.10,0.31,-0.11,0.96,-0.08,0.05,257.98,0
0.21,0.81,-0.18,-0.60,1.03,-0.61,0.97,-0.13,-0.02,-0.44,1.15,0.00,-1.22,-0.84,-0.85,0.49,0.13,0.30,0.02,0.03,-0.38,-0.72,0.06,0.58,-0.51,0.06,0.05,-0.16,1.00,0
-1.12,0.87,2.34,2.84,-0.60,0.89,-0.58,0.83,-0.52,0.24,-1.68,-0.12,0.21,-0.40,-0.36,-0.28,0.54,0.48,1.25,0.35,0.16,0.61,-0.33,-0.06,0.48,0.60,0.23,0.04,46.12,0
0.63,-1.26,1.44,-0.45,-1.63,0.23,-0.87,-0.18,-1.36,1.76,-1.29,-0.90,0.66,-1.09,-0.01,-2.04,1.56,0.25,2.99,0.23,-0.20,0.21,0.57,0.04,-2.05,-0.14,0.22,0.08,94.08,0
2.07,-0.12,-1.51,0.19,0.59,0.16,0.03,0.02,0.54,-0.15,0.09,0.73,0.38,0.53,1.67,-1.07,0.38,-1.70,-1.48,-0.32,0.35,1.25,0.10,-0.83,0.04,-0.02,0.03,-0.07,0.80,0
-0.05,1.09,-0.37,-0.53,1.29,-0.90,1.27,-0.18,-0.11,-1.22,-0.83,0.10,0.33,-1.10,-0.28,0.09,0.39,0.10,-0.13,-0.08,-0.18,-0.44,0.09,0.45,-0.88,-0.73,0.22,0.29,8.49,0
1.15,-0.30,0.47,0.65,-0.92,-0.73,-0.28,0.00,1.12,-0.26,-1.16,-0.59,-2.27,0.21,-0.11,-0.31,0.28,-0.36,0.35,-0.22,-0.11,-0.22,-0.07,0.41,0.45,0.64,-0.05,0.00,23.00,0
1.91,-0.69,-0.54,-1.29,-0.63,-0.37,-0.77,-0.09,3.65,-1.17,1.56,-0.73,2.47,1.22,-0.43,-0.30,0.10,1.05,0.75,-0.13,0.15,1.04,-0.01,-0.43,-0.02,-0.10,0.01,-0.07,29.70,0
1.96,-0.47,-0.64,0.12,-0.24,0.47,-0.69,0.22,1.39,-0.12,0.36,1.11,0.28,-0.05,-0.04,0.23,-0.82,0.87,0.23,-0.16,0.25,0.80,0.07,0.22,0.02,-0.50,0.06,-0.04,10.92,0
-0.33,0.04,0.21,1.21,1.63,-0.85,0.56,-0.37,-0.27,0.22,-0.99,-0.86,-1.30,0.66,1.13,-1.78,0.85,0.10,3.25,0.46,0.07,0.31,-0.16,0.62,0.01,0.15,-0.03,-0.05,12.40,0
-0.11,-0.03,0.47,-0.02,-0.16,-0.93,0.24,0.09,0.64,-0.10,0.43,0.12,-2.31,0.36,-1.53,0.22,-0.46,0.06,-0.34,-0.38,0.07,0.18,0.56,0.46,-2.28,-0.43,0.21,0.39,42.70,0
-0.11,0.72,-1.19,-1.03,2.67,0.76,1.42,0.03,-0.68,-0.78,0.98,-0.03,-0.81,-0.69,-0.50,-0.79,0.93,-0.63,-0.77,-0.10,0.22,0.98,-0.28,-0.91,-0.48,0.67,-0.01,-0.03,10.39,0
-12.19,-9.41,-1.57,1.07,0.76,-2.13,-1.16,0.59,-0.32,0.80,1.48,0.16,0.30,0.09,1.21,2.81,0.06,-1.34,1.02,-8.46,-2.29,1.25,4.48,0.45,1.81,-0.02,1.13,-0.48,118.81,0
-1.13,1.52,-0.89,-0.77,0.17,-0.62,0.50,0.38,0.49,0.86,0.35,1.13,0.13,0.28,-1.35,0.04,-0.56,-0.32,0.14,0.34,-0.23,-0.37,0.15,-0.39,-0.50,0.19,0.57,0.28,14.47,0
0.86,-2.96,-2.28,-0.30,-1.23,-1.08,0.96,-0.65,-0.81,0.46,-0.81,0.60,1.49,0.12,-0.24,-1.87,0.08,0.40,-0.63,0.94,-0.09,-1.27,-0.35,0.08,-0.55,1.05,-0.25,0.05,659.46,0
1.06,0.02,0.27,1.20,-0.06,0.32,-0.13,0.22,0.28,0.08,0.62,0.36,-1.60,0.55,-0.56,-0.37,-0.02,-0.20,0.05,-0.27,-0.08,-0.12,-0.10,-0.29,0.59,-0.29,0.02,0.00,18.01,0
0.95,-1.81,-0.14,-1.24,-1.40,-0.18,-0.47,-0.10,-1.98,1.53,1.30,0.19,0.57,-0.13,-0.90,-1.17,0.80,-0.29,-0.09,0.13,0.02,0.05,-0.29,0.04,0.52,-0.08,-0.01,0.04,257.29,0
2.00,0.58,-5.08,-0.44,3.63,1.90,0.42,0.47,-0.13,-1.69,1.57,-0.56,-0.51,-3.25,1.37,0.74,2.88,1.26,-0.62,0.02,-0.07,-0.22,-0.10,0.37,0.49,0.24,-0.02,0.02,37.68,0
-0.85,0.88,0.24,-1.30,1.16,-0.56,1.06,-0.05,-0.43,-0.97,-1.53,0.61,1.69,-0.11,-0.74,0.27,-0.96,-0.64,-0.17,-0.07,-0.26,-0.76,-0.29,-0.95,0.02,0.14,-0.40,-0.19,2.04,0
1.24,-0.08,-1.22,0.29,2.17,3.61,-0.37,0.90,0.18,-0.02,-0.54,0.23,-0.24,0.19,-0.15,-0.10,-0.53,-0.07,0.37,0.00,-0.17,-0.52,-0.15,0.92,0.98,-0.31,0.02,0.01,28.59,0
-0.51,1.22,-0.39,-0.86,1.28,-0.50,1.30,-0.35,1.16,-0.46,-0.55,-2.50,1.61,1.74,-1.45,-0.57,0.37,-0.36,-0.07,0.05,-0.20,0.00,-0.26,0.25,-0.13,0.58,0.27,0.26,26.75,0
-1.89,-1.89,0.01,1.59,-0.11,-0.67,0.76,0.06,0.60,-0.25,-1.22,-0.34,-0.76,0.10,0.46,0.47,-0.64,0.20,-0.06,-0.60,-0.33,-0.14,2.27,-0.10,-0.40,-0.99,0.10,-0.52,271.56,0
1.87,-0.61,-0.27,0.41,-1.01,-0.42,-0.86,0.16,1.18,0.24,0.59,0.30,-1.40,0.28,-0.25,0.53,-0.55,0.65,-0.01,-0.27,0.25,0.74,0.13,0.10,-0.32,0.62,-0.04,-0.06,18.16,0
-1.93,1.25,0.29,-2.39,-0.74,-0.18,-0.29,-0.59,2.75,0.82,0.74,1.22,0.42,-0.91,0.58,-0.32,-0.90,0.79,1.24,-0.29,0.54,0.80,0.15,-0.34,-1.19,-0.59,-2.66,0.16,2.68,0
1.82,-0.56,-0.61,0.17,-0.52,-0.11,-0.74,0.15,0.96,0.23,0.59,0.39,-1.01,0.27,-0.07,0.59,-0.73,0.56,0.07,-0.21,0.13,0.49,0.21,0.72,-0.35,0.52,-0.06,-0.05,17.10,0
0.47,-2.90,-1.42,-0.29,-1.43,-0.22,0.37,-0.13,1.36,-0.63,0.59,0.65,-0.51,0.48,0.74,0.74,-0.87,0.62,0.46,1.51,0.30,-0.86,-0.37,-0.42,-0.88,0.27,-0.19,0.08,744.00,0
-1.71,-1.22,-2.71,-1.19,-10.59,6.43,11.94,-3.08,-1.91,-1.07,1.31,-0.68,-0.04,-0.65,-0.83,-0.55,-0.73,1.31,-0.77,-1.58,-0.27,-0.36,0.53,0.77,-0.08,0.97,1.19,-1.21,2749.06,0
-3.08,2.88,-0.56,-1.44,-0.19,-0.55,0.36,-0.08,2.80,2.51,-0.92,-0.33,-0.02,-2.51,0.63,0.46,-0.10,0.39,-0.34,1.21,-0.61,-0.86,-0.02,-0.82,0.23,-0.41,-0.64,-0.40,1.48,0
-0.21,0.93,-0.03,0.92,0.78,-0.89,1.32,-0.20,-0.48,0.02,-1.38,-0.88,-1.62,0.70,-0.15,-1.11,0.25,-0.19,0.73,0.05,0.13,0.58,-0.20,-0.04,0.00,-0.36,0.45,0.24,33.52,0
1.27,-0.66,0.92,0.75,-1.36,-0.25,-0.70,0.01,-0.20,0.57,-1.14,-0.04,-0.04,-0.36,-0.06,-1.44,0.09,1.38,-1.05,-0.51,-0.26,-0.12,-0.11,0.37,0.49,-0.20,0.07,0.04,63.49,0
1.47,-0.47,0.03,-1.23,-0.17,0.43,-0.59,0.08,-1.07,0.76,0.80,0.39,1.21,-0.15,0.30,1.41,-0.20,-1.29,0.93,0.17,-0.13,-0.43,0.01,-1.16,0.29,-0.41,0.02,0.00,12.47,0
-4.63,-2.91,-1.92,-0.05,3.59,-1.27,-0.64,0.86,-1.17,-0.44,0.48,0.57,-0.71,1.76,-0.07,-0.88,0.64,-1.14,-0.38,-0.49,0.31,0.78,-1.44,-1.29,1.29,1.26,-0.05,-0.27,40.98,0
-0.34,1.31,1.47,0.22,0.32,-0.49,0.57,-0.05,0.78,-0.85,1.07,-2.02,2.29,0.89,0.37,0.03,0.95,-0.42,-0.72,0.08,-0.37,-0.67,0.01,-0.02,-0.23,0.06,0.25,0.10,0.94,0
1.30,0.16,0.58,0.65,-0.49,-0.72,-0.06,-0.04,0.16,-0.08,0.13,0.10,-0.61,0.41,1.29,-0.04,0.03,-1.01,-0.62,-0.18,-0.24,-0.60,0.24,0.35,0.06,0.10,-0.02,0.02,0.82,0
-0.38,0.67,1.78,0.52,-0.32,-0.25,1.03,-1.63,1.14,1.14,-0.36,-0.49,-1.15,-1.05,-0.07,-1.05,0.11,-0.47,0.72,0.08,0.58,0.11,-0.04,0.83,-0.44,0.40,-0.69,-0.86,52.49,0
-3.36,-3.08,-2.38,-1.67,-1.77,5.65,4.77,0.83,-1.15,-1.93,-0.37,-0.42,0.20,0.73,0.59,1.15,-1.06,0.41,-0.51,3.02,0.57,-0.96,3.41,0.90,0.43,0.57,-0.39,0.21,1384.02,0
-1.40,-1.22,-0.70,-2.55,2.53,3.18,-1.43,1.64,0.43,-1.21,-0.15,0.39,-0.01,0.44,1.29,0.41,-0.51,-0.23,-0.10,0.26,0.01,-0.69,0.10,0.65,-0.33,0.31,-0.11,-0.30,5.24,0
-1.03,1.73,-1.17,-1.03,0.25,-0.24,0.13,0.94,-0.16,-0.07,-0.43,0.75,0.04,0.79,-1.04,0.63,-0.64,0.09,0.49,0.02,-0.26,-0.65,0.04,-1.25,-0.25,0.22,0.23,0.06,10.85,0
-1.85,0.41,1.23,-0.72,-0.31,-0.51,-0.31,0.60,1.03,-0.64,-1.94,-0.15,-0.80,-0.28,-1.05,0.93,-0.85,0.00,-1.40,-0.31,-0.05,-0.02,-0.25,-0.11,-0.66,-0.08,0.34,0.08,28.62,0
1.35,0.23,0.06,0.23,0.21,0.02,-0.02,-0.02,-0.22,0.09,0.59,1.07,1.07,0.26,0.37,0.79,-1.09,0.28,0.65,0.00,-0.27,-0.80,-0.03,-0.87,0.37,0.16,-0.03,0.00,2.04,0
1.96,-0.76,-1.66,-0.56,-0.29,-0.58,-0.36,-0.26,-0.32,0.92,-2.09,-0.88,-0.16,0.22,0.43,-1.27,-0.50,1.39,-0.60,-0.60,-0.13,0.13,-0.08,-0.91,0.12,0.88,-0.07,-0.07,42.04,0
0.27,-0.67,0.80,-1.34,-0.45,1.71,-1.09,0.52,-2.41,1.64,0.57,-1.19,-0.59,0.02,1.38,-2.21,2.00,0.01,1.84,-0.13,0.03,0.68,-0.05,-1.74,-1.06,0.33,0.31,0.15,8.18,0
1.36,0.39,0.32,0.64,-0.30,-1.06,0.13,-0.27,-0.10,-0.30,0.08,0.72,1.12,-0.44,0.90,0.47,-0.05,-0.39,-0.21,-0.03,-0.31,-0.81,0.11,0.36,0.23,0.10,-0.02,0.03,1.65,0
-0.54,0.87,2.04,-0.37,0.65,0.35,0.46,-0.21,1.82,-0.99,-0.61,-3.27,1.72,1.28,0.73,-0.03,-0.02,0.85,0.91,0.04,-0.36,-0.63,-0.40,-1.07,0.34,-0.66,-0.22,-0.15,1.93,0
-1.03,1.11,1.76,-0.62,0.20,0.28,0.67,-0.34,0.28,0.05,0.98,1.10,1.12,-0.54,-0.01,0.01,-0.94,0.20,0.70,-0.04,-0.18,-0.45,-0.33,-0.38,0.33,-0.60,-1.00,-0.26,31.79,0
-2.84,-2.65,0.16,-1.59,2.10,-2.03,-0.71,0.45,-2.16,-0.35,0.78,0.38,0.75,0.45,-1.35,1.11,0.04,-0.92,0.34,1.00,0.59,0.53,-0.50,0.79,1.08,-0.08,-0.12,-0.44,39.60,0
1.89,-0.31,-1.84,-0.12,0.52,-0.40,0.35,-0.24,0.27,-0.02,0.65,1.68,1.05,0.38,-0.69,-0.19,-0.72,-0.14,0.65,0.03,-0.07,-0.22,0.08,0.33,0.09,-0.13,-0.07,-0.06,83.20,0
-0.53,0.27,1.22,-1.89,-0.01,-0.62,0.69,-0.02,-2.13,0.03,1.73,-0.01,-0.18,0.20,-0.71,0.91,0.28,-1.83,0.12,0.09,0.05,-0.11,0.00,0.19,-0.02,-0.59,0.04,0.09,41.31,0
0.11,0.97,-1.12,-0.20,0.37,-0.79,0.51,0.36,-0.28,-0.93,0.54,0.08,-0.69,-0.18,0.11,0.47,0.28,1.48,0.10,-0.19,0.35,1.01,-0.06,-0.60,-0.25,-0.13,-0.09,-0.06,38.96,0
-2.35,-7.13,-4.32,2.28,-1.59,0.29,3.00,-0.81,1.29,-1.60,1.70,-2.38,0.82,1.54,-0.16,1.05,0.96,1.85,-1.04,4.50,1.37,-0.96,-1.94,0.34,-0.89,0.33,-0.58,0.35,2402.34,0
2.06,-0.18,-1.34,0.21,0.10,-0.56,0.06,-0.12,0.38,0.22,0.64,0.81,-0.26,0.56,-0.51,0.17,-0.63,-0.29,0.50,-0.18,-0.23,-0.62,0.26,-0.47,-0.34,0.20,-0.08,-0.08,12.73,0
0.96,0.17,1.80,2.70,-0.85,0.76,-0.95,0.39,1.01,0.41,2.10,-2.26,0.82,1.71,0.01,1.16,-0.04,0.78,-1.70,-0.22,0.17,0.65,0.03,0.15,0.06,0.08,0.03,0.02,11.92,0
-1.44,2.03,0.11,0.90,-0.68,-0.41,-0.25,1.10,-1.06,-0.79,-0.64,0.65,0.71,1.04,1.10,-0.29,0.51,-0.33,0.06,-0.38,0.32,0.61,0.02,0.10,-0.28,-0.33,-0.44,-0.04,16.53,0
-0.45,0.88,1.38,0.84,0.08,-0.57,0.60,-0.02,-0.80,0.09,1.24,0.16,-0.91,0.70,0.40,-0.17,-0.34,0.65,0.64,-0.07,0.24,0.63,-0.16,0.58,-0.39,-0.40,0.03,0.17,2.38,0
-1.50,1.13,0.79,0.01,-0.75,-0.48,-0.56,0.94,1.97,-1.09,-0.47,-2.18,1.67,1.84,-0.43,-0.03,0.75,0.72,-0.22,-0.05,0.21,0.89,-0.19,-0.03,-0.16,-0.13,0.29,0.13,16.98,0
1.09,0.23,0.02,0.92,-0.12,-0.27,-0.15,0.03,0.24,-0.57,1.06,1.16,0.41,-1.64,-0.92,0.39,0.73,0.61,0.39,-0.01,-0.13,-0.19,-0.16,-0.04,0.58,0.45,0.00,0.03,11.94,0
1.64,-0.33,-3.90,0.57,2.95,2.96,0.34,0.60,-0.03,-0.37,0.21,0.05,-0.45,-0.70,0.03,-0.25,0.85,0.00,-0.57,0.17,0.06,-0.09,-0.15,0.56,0.41,-0.49,-0.01,-0.01,183.98,0
1.73,0.30,-0.18,3.76,-0.06,0.21,-0.21,0.05,-0.15,1.39,-1.82,-0.38,-0.84,-0.18,-1.91,0.40,-0.40,-0.39,-1.27,-0.37,0.07,0.42,0.09,-0.04,0.08,0.14,-0.01,-0.05,0.00,0
1.15,-2.86,-0.03,-0.31,-2.49,-0.39,-0.86,-0.09,0.51,0.43,-0.61,0.44,1.08,-0.61,0.78,-0.71,-0.18,1.32,-1.58,0.55,0.17,0.00,-0.05,0.51,-1.06,1.16,-0.10,0.05,578.79,0
-0.93,0.74,-1.13,0.95,1.69,-1.24,0.78,0.14,-1.49,0.18,0.32,0.95,0.70,1.14,-0.49,-0.50,-0.42,0.54,0.96,0.28,0.40,1.06,-0.29,-0.41,-0.27,-0.35,0.36,0.07,3.74,0
1.24,0.34,0.19,0.47,-0.12,-0.54,0.00,-0.05,-0.27,-0.13,1.30,1.03,0.48,-0.16,0.42,0.70,-0.38,0.28,0.23,-0.04,-0.28,-0.79,0.07,-0.03,0.22,0.11,-0.03,0.02,1.72,0
0.07,1.22,-1.05,-0.55,0.72,-1.12,0.64,0.19,-0.42,-1.14,-0.75,0.02,0.59,-0.71,0.18,0.59,0.31,0.46,-0.75,-0.24,0.29,0.95,-0.04,0.63,-0.66,0.50,-0.05,0.06,1.55,0
2.18,-0.38,-0.66,0.22,-0.12,0.24,-0.56,0.01,1.31,-0.21,-1.35,0.76,1.41,-0.49,0.44,0.27,-0.84,0.32,0.03,-0.10,0.17,0.75,0.05,0.13,0.06,-0.22,0.05,-0.03,10.69,0
-3.07,-4.13,1.85,0.06,2.44,-1.98,-1.72,0.09,1.38,-0.13,0.34,0.67,-0.69,-0.52,-1.36,0.41,-0.60,0.09,0.35,-0.28,-0.19,-0.18,-0.02,0.13,-0.94,0.67,0.14,0.04,177.46,0
-0.52,-0.44,-0.38,-3.90,2.29,3.05,-0.24,0.72,-2.73,0.58,-0.29,-1.41,0.06,-0.06,0.01,-0.50,0.11,0.02,-1.05,-0.28,0.07,0.40,-0.54,0.71,1.05,0.12,0.01,0.03,13.50,0
1.13,-0.87,0.91,-0.46,-1.26,-0.05,-0.94,0.07,-0.32,0.54,-0.54,0.29,0.75,-0.45,0.69,-1.58,0.27,0.69,-1.15,-0.44,-0.20,0.02,0.00,0.16,0.14,1.15,-0.01,0.02,42.67,0
-0.73,-0.26,1.74,-1.11,-0.05,-0.43,-0.32,0.29,0.46,-0.70,0.45,0.31,-0.94,-0.10,-0.65,0.95,-0.88,0.57,-0.24,-0.05,0.14,0.28,0.12,0.03,-0.93,0.65,0.09,0.19,13.45,0
-4.25,-1.54,-0.92,1.04,0.71,-0.15,-0.55,0.47,-1.14,0.40,0.63,-0.36,-0.13,-1.76,0.54,-0.40,1.42,2.96,0.09,-1.41,-0.70,-0.80,-0.89,0.09,0.55,-0.45,-0.68,0.32,93.12,0
1.31,-1.19,-1.25,0.60,-0.45,-0.07,0.07,0.00,0.52,0.13,0.84,0.66,-0.74,0.57,-0.24,0.32,-0.60,0.20,-0.01,0.40,0.20,-0.08,-0.01,0.71,-0.41,0.14,-0.12,0.00,287.96,0
1.91,-0.16,-0.78,1.32,0.02,-0.16,-0.08,-0.05,0.36,0.37,0.60,1.15,0.47,0.27,-0.51,0.21,-0.91,0.46,-0.18,-0.14,0.24,0.77,-0.01,-0.39,0.15,-0.50,0.02,-0.05,49.50,0
1.05,-1.50,-0.94,-2.16,1.06,3.71,-0.90,0.96,1.85,-1.15,-0.14,0.59,0.10,-0.04,1.43,-0.05,-0.56,0.49,0.97,0.42,0.04,-0.22,-0.21,0.97,0.47,-0.04,0.01,0.05,195.70,0
2.14,-0.49,-2.21,-0.99,0.04,-1.75,0.35,-0.53,-1.10,1.06,0.98,-0.40,-1.10,0.80,-1.15,0.25,0.38,-1.10,1.05,-0.11,0.56,1.48,-0.23,0.15,0.75,0.30,-0.11,-0.10,18.00,0
-1.46,2.24,-1.72,-1.45,0.68,-0.97,0.90,0.57,-0.54,0.13,0.80,1.42,0.49,1.28,-0.90,-0.37,-0.33,-0.01,-0.02,0.14,0.27,0.99,-0.09,0.76,-0.11,0.05,0.51,0.30,20.99,0
-2.99,-0.73,0.12,-3.34,-0.71,-0.50,0.05,0.10,0.57,-0.22,-0.02,0.89,0.36,-0.26,-0.80,-1.11,-0.88,2.19,-1.08,-1.26,-0.38,-0.21,-1.03,-0.44,-0.19,-1.14,-1.41,-1.37,98.12,0
1.13,-0.17,1.06,0.70,-0.72,0.22,-0.60,0.17,0.55,-0.10,0.80,1.68,1.11,-0.46,-0.61,0.44,-0.63,0.24,0.33,0.01,-0.04,0.07,-0.05,0.08,0.30,0.33,0.02,0.02,20.31,0
2.21,-0.02,-1.05,0.46,-0.11,-1.27,0.23,-0.38,0.47,0.07,-0.64,0.64,0.44,0.22,0.00,-0.12,-0.29,-0.99,0.14,-0.20,-0.26,-0.70,0.31,0.05,-0.30,0.19,-0.07,-0.06,1.30,0
-3.48,-2.64,0.24,-1.03,-1.40,-0.19,-0.17,0.85,-1.27,-0.54,-0.73,0.00,1.83,-0.11,0.84,1.68,0.21,-1.03,-0.62,0.68,0.71,0.95,-0.40,-0.16,0.13,-0.17,0.19,-0.41,365.66,0
-4.79,-1.67,-2.47,1.24,0.66,-0.21,3.32,-0.89,0.05,-0.36,-0.79,-0.63,-0.30,-1.37,-0.15,0.32,0.64,0.18,-0.09,-2.02,-0.74,0.33,0.97,0.47,1.21,-0.50,-0.55,1.30,463.42,0
-0.67,1.23,0.62,-0.36,0.61,0.35,0.31,0.55,-0.59,-0.62,-1.33,0.18,1.28,0.25,0.96,0.38,-0.50,-0.44,0.19,0.06,-0.22,-0.70,-0.11,-1.31,-0.03,0.17,0.15,0.05,1.78,0
-1.67,1.58,0.61,-1.36,-0.61,-0.16,-0.32,0.99,0.26,-0.52,0.36,1.37,0.58,0.32,-0.41,0.58,-0.62,0.38,0.18,0.09,-0.11,-0.31,0.00,-0.39,-0.11,-0.24,0.22,0.16,4.12,0
0.99,-0.09,0.33,1.33,-0.20,-0.12,0.26,-0.09,0.17,-0.22,-0.43,0.92,0.70,-0.07,-0.16,-0.67,0.23,-1.12,-0.43,0.09,-0.03,-0.05,-0.15,0.13,0.61,-0.32,0.02,0.04,112.45,0
1.23,0.67,-0.26,0.86,0.03,-1.42,0.52,-0.38,-0.38,-0.68,0.67,0.80,1.34,-1.36,0.77,0.27,0.93,-0.13,-0.48,0.01,-0.11,-0.17,-0.06,0.66,0.52,0.35,-0.02,0.05,0.69,0
-1.40,-0.76,1.14,-0.10,-0.44,-0.57,-0.55,0.71,0.89,-1.25,-1.69,-0.33,-1.38,-0.01,-0.78,0.19,0.12,-0.31,-0.04,0.11,-0.06,-0.73,0.27,-0.04,-0.30,0.34,-0.16,-0.23,81.83,0
-0.04,1.05,-0.52,-0.55,0.97,-0.73,1.00,-0.15,-0.04,-0.83,-0.62,0.10,0.44,-1.11,-0.22,0.27,0.38,-0.37,-0.26,0.02,-0.33,-0.77,0.16,0.49,-0.40,0.12,0.10,0.08,16.83,0
0.96,0.19,1.89,2.68,-0.73,0.73,-0.96,0.39,1.02,0.44,2.46,-2.33,0.74,1.60,0.01,1.19,-0.05,0.80,-1.84,-0.26,0.17,0.70,0.03,0.15,0.06,0.08,0.02,0.02,12.16,0
1.19,0.09,0.45,0.51,-0.28,-0.23,-0.15,0.12,-0.11,0.09,1.72,0.77,-0.57,0.66,0.67,0.25,-0.38,-0.43,-0.17,-0.16,-0.17,-0.55,0.15,-0.01,0.09,0.11,-0.02,0.00,5.39,0
